Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Dhaka,Peaty,51,Agricultural,290,20.4,Maize,Winter,2024-03-03,Requires attention
Dhaka,Silt,90,Unused,113,33.0,Jute,Monsoon,2024-05-14,Low potential
Khulna,Peaty,76,Agricultural,194,21.1,Wheat,Summer,2024-05-15,Requires attention
Dhaka,Peaty,62,Agricultural,364,28.5,Tea,Summer,2024-11-05,Moderate potential
Mymensingh,Clay,79,Residential,231,33.4,Maize,Monsoon,2024-04-08,Low potential
Rangpur,Clay,41,Residential,68,34.8,Maize,Autumn,2024-08-01,Moderate potential
Rangpur,Sandy,66,Residential,221,26.0,Tea,Winter,2024-06-11,Moderate potential
Khulna,Loamy,98,Barren,71,33.6,Vegetables,Autumn,2024-11-14,Moderate potential
Mymensingh,Loamy,52,Barren,210,31.2,Maize,Winter,2024-07-31,High potential
Rajshahi,Peaty,54,Agricultural,87,25.1,Wheat,Autumn,2024-05-11,Low potential
Rajshahi,Peaty,60,Unused,197,29.2,Wheat,Autumn,2024-02-07,Low potential
Sylhet,Sandy,83,Agricultural,388,25.5,Tea,Monsoon,2024-04-19,High potential
Rangpur,Peaty,50,Residential,257,25.3,Wheat,Winter,2024-08-14,Moderate potential
Barishal,Peaty,84,Agricultural,270,28.8,Tea,Summer,2024-02-03,High potential
Chattogram,Silt,79,Residential,193,21.4,Tea,Winter,2024-02-06,Moderate potential
Chattogram,Peaty,43,Unused,209,32.7,Wheat,Autumn,2024-10-03,High potential
Barishal,Sandy,46,Unused,294,23.2,Spices,Monsoon,2024-10-31,Moderate potential
Rajshahi,Sandy,46,Barren,167,25.2,Spices,Autumn,2024-09-13,Requires attention
Chattogram,Silt,72,Barren,60,20.7,Spices,Summer,2024-09-14,Moderate potential
Khulna,Peaty,43,Barren,216,25.8,Spices,Summer,2024-01-04,Requires attention
Dhaka,Sandy,91,Barren,127,34.6,Rice,Autumn,2024-12-08,Moderate potential
Mymensingh,Silt,56,Unused,248,32.1,Wheat,Summer,2024-11-14,High potential
Sylhet,Silt,81,Unused,340,32.0,Vegetables,Monsoon,2024-07-14,Requires attention
Sylhet,Sandy,55,Agricultural,279,32.0,Rice,Autumn,2024-07-10,High potential
Dhaka,Peaty,65,Barren,235,25.9,Tea,Summer,2024-02-26,High potential
Mymensingh,Clay,40,Agricultural,216,34.0,Wheat,Monsoon,2024-02-09,Moderate potential
Dhaka,Loamy,77,Barren,84,31.3,Vegetables,Summer,2024-11-27,Requires attention
Sylhet,Loamy,93,Unused,223,33.6,Maize,Monsoon,2024-06-09,Requires attention
Dhaka,Silt,60,Unused,203,24.3,Maize,Summer,2024-06-17,Requires attention
Rajshahi,Silt,46,Unused,81,24.3,Maize,Monsoon,2024-10-28,Requires attention
Rajshahi,Silt,62,Residential,245,30.8,Spices,Summer,2024-10-06,High potential
Rajshahi,Clay,42,Unused,376,28.8,Rice,Winter,2024-10-18,Low potential
Rangpur,Peaty,97,Barren,190,32.4,Vegetables,Monsoon,2024-07-18,Low potential
Rangpur,Peaty,99,Residential,284,22.0,Spices,Winter,2024-04-03,High potential
Rangpur,Sandy,40,Agricultural,84,25.2,Wheat,Summer,2024-01-14,High potential
Khulna,Sandy,76,Unused,205,33.8,Jute,Autumn,2024-02-09,High potential
Dhaka,Sandy,82,Unused,285,22.2,Rice,Winter,2024-01-26,Low potential
Sylhet,Sandy,40,Unused,151,33.6,Maize,Summer,2024-01-12,Low potential
Chattogram,Clay,92,Unused,74,20.3,Vegetables,Monsoon,2024-11-10,Requires attention
Mymensingh,Silt,41,Barren,264,26.0,Vegetables,Winter,2024-12-06,High potential
Chattogram,Clay,41,Barren,125,26.1,Maize,Winter,2024-10-27,Moderate potential
Khulna,Silt,61,Agricultural,128,34.2,Jute,Summer,2024-02-16,Requires attention
Rajshahi,Peaty,57,Agricultural,132,28.4,Tea,Winter,2024-05-09,Low potential
Barishal,Silt,69,Barren,68,26.5,Vegetables,Monsoon,2024-06-09,High potential
Sylhet,Loamy,76,Barren,177,31.9,Vegetables,Autumn,2024-02-18,Low potential
Mymensingh,Clay,51,Barren,280,33.4,Rice,Winter,2024-03-07,High potential
Mymensingh,Loamy,56,Barren,119,24.9,Vegetables,Monsoon,2024-06-18,Low potential
Rangpur,Silt,93,Barren,302,22.2,Jute,Summer,2024-11-14,High potential
Sylhet,Peaty,41,Barren,331,22.0,Jute,Winter,2024-09-15,Low potential
Dhaka,Sandy,87,Residential,385,21.9,Tea,Autumn,2024-01-16,High potential
Rangpur,Silt,52,Unused,56,26.0,Maize,Winter,2024-11-24,Requires attention
Barishal,Clay,88,Agricultural,346,24.8,Wheat,Winter,2024-07-03,Moderate potential
Chattogram,Peaty,58,Agricultural,65,21.4,Rice,Autumn,2024-07-03,Requires attention
Chattogram,Clay,79,Residential,318,33.6,Tea,Autumn,2024-05-27,Low potential
Sylhet,Clay,42,Residential,56,33.9,Wheat,Autumn,2024-06-18,Low potential
Mymensingh,Silt,94,Agricultural,284,30.6,Jute,Monsoon,2024-06-15,High potential
Dhaka,Loamy,68,Unused,400,33.0,Spices,Autumn,2024-10-12,Moderate potential
Dhaka,Peaty,41,Residential,86,20.3,Jute,Summer,2024-08-12,High potential
Rajshahi,Peaty,63,Barren,105,22.6,Spices,Winter,2024-04-18,High potential
Mymensingh,Clay,80,Agricultural,86,32.9,Spices,Autumn,2024-10-08,Low potential
Sylhet,Silt,96,Barren,198,27.0,Tea,Autumn,2024-03-06,High potential
Rangpur,Loamy,43,Unused,121,35.0,Jute,Monsoon,2024-02-02,High potential
Chattogram,Loamy,97,Agricultural,196,31.3,Vegetables,Autumn,2024-12-01,High potential
Rajshahi,Loamy,61,Unused,118,29.7,Spices,Monsoon,2024-06-15,Requires attention
Barishal,Loamy,65,Residential,220,22.0,Rice,Monsoon,2024-11-19,Low potential
Barishal,Clay,82,Agricultural,310,31.5,Tea,Summer,2024-09-16,Moderate potential
Sylhet,Loamy,51,Unused,74,24.9,Wheat,Winter,2024-03-21,Moderate potential
Sylhet,Sandy,100,Agricultural,104,34.4,Vegetables,Monsoon,2024-07-18,Requires attention
Sylhet,Peaty,46,Unused,264,24.3,Rice,Summer,2024-09-18,Moderate potential
Rangpur,Peaty,46,Unused,308,25.2,Tea,Summer,2024-06-02,Low potential
Dhaka,Peaty,76,Agricultural,258,29.8,Vegetables,Winter,2024-06-16,Requires attention
Chattogram,Silt,94,Barren,176,26.6,Wheat,Summer,2024-06-12,High potential
Rajshahi,Peaty,62,Residential,329,32.7,Jute,Summer,2024-10-16,Moderate potential
Khulna,Clay,49,Unused,186,34.9,Wheat,Monsoon,2024-02-23,Low potential
Rajshahi,Loamy,57,Unused,301,25.6,Spices,Summer,2024-03-16,Moderate potential
Rangpur,Loamy,49,Barren,343,32.5,Spices,Autumn,2024-04-13,Requires attention
Barishal,Peaty,80,Agricultural,241,24.2,Tea,Monsoon,2024-12-04,High potential
Rajshahi,Loamy,88,Residential,172,28.3,Tea,Summer,2024-08-10,Moderate potential
Mymensingh,Loamy,94,Agricultural,103,34.9,Vegetables,Autumn,2024-05-03,Low potential
Sylhet,Loamy,66,Agricultural,272,28.4,Wheat,Autumn,2024-06-28,High potential
Sylhet,Sandy,94,Agricultural,290,31.2,Spices,Summer,2024-05-19,Low potential
Rangpur,Silt,67,Residential,72,20.5,Wheat,Monsoon,2024-08-05,High potential
Rangpur,Loamy,52,Residential,312,23.9,Wheat,Monsoon,2024-10-22,Moderate potential
Sylhet,Silt,99,Barren,72,22.9,Maize,Monsoon,2024-01-05,Requires attention
Khulna,Peaty,91,Residential,270,28.8,Vegetables,Summer,2024-03-30,High potential
Rajshahi,Peaty,50,Unused,380,30.7,Vegetables,Summer,2024-03-23,Requires attention
Chattogram,Silt,87,Agricultural,112,21.6,Wheat,Summer,2024-06-21,High potential
Barishal,Sandy,59,Barren,55,29.9,Spices,Monsoon,2024-05-12,Requires attention
Khulna,Loamy,44,Barren,335,31.3,Spices,Winter,2024-06-03,Moderate potential
Barishal,Clay,49,Barren,234,20.4,Wheat,Autumn,2024-11-10,Moderate potential
Rajshahi,Silt,69,Barren,57,28.5,Tea,Monsoon,2024-11-07,Requires attention
Mymensingh,Loamy,84,Unused,387,24.9,Wheat,Summer,2024-01-02,Moderate potential
Barishal,Sandy,41,Barren,98,33.3,Tea,Autumn,2024-02-28,High potential
Rajshahi,Sandy,51,Unused,389,33.9,Spices,Winter,2024-07-08,Moderate potential
Khulna,Clay,51,Unused,319,23.7,Maize,Autumn,2024-02-22,Requires attention
Rajshahi,Peaty,61,Agricultural,163,33.3,Spices,Autumn,2024-06-19,Moderate potential
Barishal,Sandy,56,Agricultural,55,22.7,Tea,Summer,2024-02-02,High potential
Sylhet,Silt,84,Residential,264,21.7,Wheat,Summer,2024-11-09,High potential
Rangpur,Silt,63,Residential,141,21.6,Spices,Autumn,2024-10-04,Requires attention
Dhaka,Loamy,98,Unused,166,22.1,Vegetables,Summer,2024-09-14,High potential
Barishal,Sandy,70,Barren,102,30.2,Wheat,Winter,2024-02-17,High potential
Rajshahi,Clay,58,Agricultural,332,30.6,Tea,Summer,2024-06-19,High potential
Sylhet,Sandy,62,Residential,229,27.7,Rice,Autumn,2024-06-22,Low potential
Rangpur,Silt,45,Agricultural,215,24.0,Tea,Monsoon,2024-06-26,High potential
Rangpur,Clay,79,Unused,193,20.3,Vegetables,Summer,2024-09-30,High potential
Chattogram,Silt,84,Agricultural,398,30.3,Wheat,Monsoon,2024-01-18,Moderate potential
Rajshahi,Loamy,78,Unused,168,22.4,Tea,Monsoon,2024-07-10,Moderate potential
Khulna,Loamy,71,Barren,332,26.4,Jute,Autumn,2024-11-08,Requires attention
Rajshahi,Peaty,65,Residential,221,22.5,Rice,Winter,2024-10-22,Moderate potential
Sylhet,Silt,86,Barren,80,24.4,Wheat,Monsoon,2024-06-17,Requires attention
Rangpur,Silt,47,Unused,201,20.9,Vegetables,Monsoon,2024-08-04,Requires attention
Sylhet,Clay,70,Agricultural,160,24.2,Tea,Winter,2024-01-31,Moderate potential
Rangpur,Clay,79,Residential,368,27.2,Tea,Summer,2024-07-11,Low potential
Rajshahi,Peaty,74,Barren,214,29.9,Spices,Autumn,2024-04-17,High potential
Mymensingh,Peaty,50,Agricultural,57,34.5,Jute,Summer,2024-06-09,Moderate potential
Chattogram,Silt,84,Agricultural,185,24.2,Spices,Summer,2024-03-28,Low potential
Dhaka,Loamy,59,Unused,397,21.7,Vegetables,Summer,2024-01-25,Requires attention
Rajshahi,Peaty,89,Unused,386,29.7,Spices,Monsoon,2024-04-13,High potential
Rajshahi,Loamy,52,Barren,257,29.8,Tea,Summer,2024-04-27,Low potential
Rangpur,Clay,100,Barren,374,31.1,Tea,Summer,2024-02-08,Requires attention
Rajshahi,Sandy,77,Unused,301,20.8,Tea,Summer,2024-10-06,High potential
Chattogram,Silt,92,Barren,229,27.5,Jute,Monsoon,2024-07-31,Requires attention
Mymensingh,Sandy,77,Barren,197,27.8,Rice,Monsoon,2024-01-02,High potential
Chattogram,Clay,45,Agricultural,263,25.1,Spices,Summer,2024-01-12,High potential
Chattogram,Clay,58,Unused,249,31.6,Rice,Autumn,2024-05-30,Requires attention
Rajshahi,Loamy,53,Agricultural,187,22.4,Maize,Autumn,2024-03-01,Requires attention
Khulna,Silt,83,Unused,208,29.4,Vegetables,Winter,2024-04-20,Low potential
Barishal,Clay,86,Unused,249,23.7,Tea,Summer,2024-05-27,High potential
Chattogram,Clay,40,Agricultural,141,25.0,Rice,Autumn,2024-03-04,High potential
Barishal,Peaty,68,Agricultural,210,23.3,Tea,Autumn,2024-05-27,High potential
Barishal,Silt,44,Barren,140,23.3,Jute,Summer,2024-01-25,Moderate potential
Sylhet,Clay,87,Barren,287,29.3,Maize,Winter,2024-06-11,High potential
Rajshahi,Loamy,54,Unused,283,20.1,Vegetables,Monsoon,2024-12-03,Moderate potential
Khulna,Silt,91,Unused,248,31.1,Tea,Summer,2024-03-31,High potential
Chattogram,Silt,71,Agricultural,73,24.6,Vegetables,Summer,2024-04-17,Moderate potential
Mymensingh,Clay,94,Residential,175,23.1,Vegetables,Monsoon,2024-10-17,Low potential
Sylhet,Clay,55,Residential,118,24.4,Tea,Monsoon,2024-05-16,High potential
Barishal,Clay,95,Residential,268,32.4,Maize,Monsoon,2024-05-02,Moderate potential
Barishal,Peaty,81,Agricultural,198,34.0,Maize,Autumn,2024-06-29,High potential
Sylhet,Silt,75,Unused,232,34.3,Wheat,Winter,2024-04-27,High potential
Barishal,Clay,56,Unused,218,22.0,Wheat,Monsoon,2024-08-02,Requires attention
Mymensingh,Peaty,97,Agricultural,400,22.6,Wheat,Winter,2024-08-04,High potential
Khulna,Silt,88,Unused,134,21.1,Maize,Winter,2024-10-09,Moderate potential
Rangpur,Sandy,70,Barren,303,25.7,Wheat,Monsoon,2024-01-10,Low potential
Khulna,Loamy,81,Barren,83,21.0,Wheat,Autumn,2024-10-22,Moderate potential
Chattogram,Silt,76,Residential,248,29.7,Spices,Summer,2024-01-23,Requires attention
Rangpur,Loamy,90,Barren,385,32.1,Vegetables,Summer,2024-03-13,Requires attention
Rangpur,Clay,55,Agricultural,152,20.2,Jute,Winter,2024-11-11,Requires attention
Rajshahi,Silt,85,Agricultural,213,31.8,Jute,Winter,2024-09-08,High potential
Chattogram,Clay,76,Unused,99,25.3,Vegetables,Monsoon,2024-10-11,Moderate potential
Rajshahi,Loamy,57,Residential,101,35.0,Tea,Autumn,2024-09-03,Low potential
Khulna,Silt,45,Residential,266,22.0,Tea,Monsoon,2024-05-24,Low potential
Dhaka,Peaty,55,Barren,222,33.3,Jute,Autumn,2024-08-17,Moderate potential
Rajshahi,Silt,84,Barren,53,29.0,Vegetables,Winter,2024-02-12,Requires attention
Rajshahi,Peaty,72,Unused,163,33.8,Tea,Monsoon,2024-08-27,Moderate potential
Khulna,Clay,76,Barren,126,31.0,Spices,Autumn,2024-03-27,High potential
Rajshahi,Peaty,50,Residential,130,29.8,Spices,Summer,2024-02-18,Moderate potential
Chattogram,Loamy,67,Unused,202,26.6,Tea,Winter,2024-09-25,Moderate potential
Sylhet,Sandy,75,Agricultural,371,32.8,Jute,Summer,2024-06-08,Requires attention
Rangpur,Peaty,98,Barren,180,34.5,Tea,Autumn,2024-11-03,Requires attention
Barishal,Clay,43,Barren,298,30.1,Maize,Autumn,2024-09-21,Low potential
Sylhet,Silt,47,Unused,382,34.6,Tea,Monsoon,2024-12-25,High potential
Mymensingh,Silt,94,Residential,134,21.6,Tea,Autumn,2024-07-31,Moderate potential
Barishal,Clay,51,Barren,224,33.8,Maize,Summer,2024-10-23,Moderate potential
Sylhet,Clay,70,Agricultural,398,32.4,Vegetables,Monsoon,2024-08-20,Requires attention
Rajshahi,Peaty,80,Agricultural,91,23.5,Maize,Autumn,2024-10-01,High potential
Sylhet,Silt,61,Barren,240,33.5,Maize,Autumn,2024-06-13,Moderate potential
Rangpur,Silt,92,Agricultural,377,22.0,Tea,Winter,2024-11-17,Low potential
Chattogram,Sandy,91,Unused,386,22.9,Maize,Summer,2024-10-20,Low potential
Chattogram,Sandy,82,Barren,245,23.4,Maize,Summer,2024-02-04,Requires attention
Rangpur,Silt,60,Residential,140,21.7,Maize,Monsoon,2024-06-09,Requires attention
Barishal,Silt,59,Residential,175,21.4,Wheat,Monsoon,2024-08-26,Moderate potential
Rangpur,Clay,82,Unused,201,26.7,Tea,Summer,2024-03-15,Requires attention
Barishal,Silt,88,Barren,108,20.6,Tea,Summer,2024-05-02,Moderate potential
Mymensingh,Clay,53,Residential,99,30.0,Jute,Winter,2024-02-24,Moderate potential
Rajshahi,Sandy,46,Residential,63,33.4,Spices,Autumn,2024-05-26,High potential
Mymensingh,Sandy,81,Residential,101,21.9,Jute,Monsoon,2024-06-12,Low potential
Rangpur,Silt,40,Barren,87,28.0,Tea,Monsoon,2024-06-30,Moderate potential
Chattogram,Clay,57,Agricultural,336,22.3,Vegetables,Autumn,2024-02-21,High potential
Rajshahi,Peaty,46,Agricultural,71,30.8,Tea,Autumn,2024-04-23,Moderate potential
Rajshahi,Silt,44,Barren,313,23.2,Maize,Summer,2024-03-30,High potential
Khulna,Silt,57,Unused,273,23.9,Jute,Autumn,2024-09-03,Moderate potential
Rangpur,Loamy,60,Residential,99,30.1,Wheat,Winter,2024-06-09,Low potential
Khulna,Loamy,59,Barren,247,31.2,Rice,Autumn,2024-08-30,Moderate potential
Barishal,Loamy,93,Residential,296,29.1,Rice,Autumn,2024-08-03,Moderate potential
Barishal,Sandy,71,Residential,221,32.9,Rice,Summer,2024-07-02,Moderate potential
Rajshahi,Silt,71,Unused,183,29.3,Vegetables,Summer,2024-10-04,Requires attention
Dhaka,Silt,96,Residential,173,23.6,Rice,Autumn,2024-05-09,Requires attention
Chattogram,Peaty,72,Agricultural,338,29.0,Spices,Monsoon,2024-09-07,Requires attention
Dhaka,Loamy,56,Unused,177,28.6,Spices,Autumn,2024-01-14,Requires attention
Chattogram,Peaty,73,Unused,293,22.8,Rice,Summer,2024-12-18,Low potential
Sylhet,Loamy,98,Barren,303,34.6,Jute,Monsoon,2024-12-21,Low potential
Chattogram,Peaty,85,Barren,151,28.7,Vegetables,Monsoon,2024-11-16,Requires attention
Barishal,Loamy,55,Barren,331,23.1,Vegetables,Winter,2024-12-31,Low potential
Khulna,Peaty,61,Agricultural,324,22.5,Spices,Monsoon,2024-02-04,Low potential
Mymensingh,Silt,93,Residential,235,23.5,Vegetables,Monsoon,2024-01-29,Low potential
Khulna,Loamy,76,Residential,353,34.3,Tea,Autumn,2024-05-03,Low potential
Rajshahi,Clay,87,Unused,66,33.5,Vegetables,Summer,2024-03-16,Requires attention
Rangpur,Sandy,63,Agricultural,144,30.3,Maize,Monsoon,2024-11-02,Low potential
Barishal,Clay,97,Agricultural,242,30.9,Rice,Winter,2024-03-12,High potential
Khulna,Silt,77,Unused,99,34.6,Jute,Summer,2024-03-13,Requires attention
Mymensingh,Clay,67,Agricultural,361,20.7,Jute,Summer,2024-10-14,Moderate potential
Khulna,Peaty,45,Barren,74,20.8,Jute,Summer,2024-10-31,High potential
Chattogram,Silt,85,Residential,295,25.7,Tea,Summer,2024-07-20,Low potential
Sylhet,Clay,97,Residential,204,30.0,Vegetables,Summer,2024-03-05,Moderate potential
Khulna,Peaty,74,Agricultural,56,20.9,Maize,Monsoon,2024-09-11,Low potential
Barishal,Loamy,99,Barren,328,23.8,Spices,Winter,2024-06-20,Low potential
Rajshahi,Silt,96,Unused,346,21.0,Vegetables,Winter,2024-06-16,Moderate potential
Rajshahi,Loamy,93,Unused,275,22.5,Vegetables,Autumn,2024-03-28,Requires attention
Barishal,Silt,48,Barren,168,25.7,Tea,Autumn,2024-11-09,Low potential
Mymensingh,Sandy,94,Agricultural,192,33.3,Spices,Monsoon,2024-01-12,Moderate potential
Rangpur,Peaty,84,Barren,112,28.9,Spices,Autumn,2024-02-04,Low potential
Rajshahi,Silt,43,Barren,171,31.8,Wheat,Autumn,2024-04-09,Moderate potential
Rangpur,Clay,59,Barren,152,24.8,Rice,Monsoon,2024-09-11,Moderate potential
Sylhet,Silt,56,Unused,122,34.6,Spices,Monsoon,2024-09-12,Requires attention
Rajshahi,Clay,67,Barren,185,22.4,Maize,Monsoon,2024-03-30,Low potential
Sylhet,Loamy,49,Agricultural,53,20.7,Rice,Monsoon,2024-10-05,Low potential
Chattogram,Clay,42,Residential,200,25.2,Spices,Winter,2024-04-01,Low potential
Dhaka,Peaty,44,Barren,244,27.9,Maize,Autumn,2024-05-18,Moderate potential
Rajshahi,Silt,73,Unused,134,31.9,Maize,Monsoon,2024-10-05,Moderate potential
Rajshahi,Clay,89,Barren,275,27.0,Spices,Monsoon,2024-11-16,High potential
Barishal,Silt,73,Residential,116,21.1,Spices,Winter,2024-06-20,Requires attention
Sylhet,Clay,71,Barren,50,28.9,Vegetables,Summer,2024-10-27,High potential
Sylhet,Peaty,62,Barren,324,23.2,Wheat,Monsoon,2024-07-04,Low potential
Rangpur,Silt,96,Agricultural,185,32.8,Vegetables,Summer,2024-06-27,Moderate potential
Rajshahi,Clay,79,Barren,145,28.7,Maize,Summer,2024-12-05,Moderate potential
Chattogram,Loamy,83,Agricultural,160,30.1,Tea,Winter,2024-02-03,Low potential
Mymensingh,Peaty,67,Residential,270,28.0,Spices,Winter,2024-04-08,Low potential
Khulna,Loamy,50,Unused,320,31.0,Rice,Summer,2024-07-14,Low potential
Rajshahi,Clay,74,Residential,284,34.2,Rice,Summer,2024-08-13,High potential
Mymensingh,Peaty,65,Unused,106,27.3,Spices,Winter,2024-06-30,Moderate potential
Rajshahi,Silt,44,Unused,215,22.4,Jute,Summer,2024-12-13,High potential
Sylhet,Sandy,87,Residential,349,26.3,Maize,Monsoon,2024-10-10,Low potential
Khulna,Loamy,69,Barren,222,22.3,Maize,Winter,2024-11-19,High potential
Khulna,Clay,64,Unused,119,26.1,Spices,Winter,2024-10-13,Moderate potential
Khulna,Loamy,64,Barren,261,21.8,Wheat,Autumn,2024-01-27,Moderate potential
Dhaka,Peaty,50,Barren,301,28.5,Wheat,Summer,2024-06-29,High potential
Dhaka,Loamy,86,Unused,265,25.0,Rice,Autumn,2024-05-14,High potential
Dhaka,Silt,73,Agricultural,80,21.3,Rice,Autumn,2024-03-23,High potential
Rangpur,Silt,78,Unused,208,24.6,Tea,Autumn,2024-07-12,Moderate potential
Chattogram,Peaty,46,Residential,340,34.3,Wheat,Summer,2024-09-15,Low potential
Khulna,Sandy,83,Unused,345,26.3,Wheat,Winter,2024-12-15,Low potential
Khulna,Sandy,96,Unused,102,31.8,Spices,Monsoon,2024-07-26,Moderate potential
Rajshahi,Silt,99,Agricultural,176,26.6,Maize,Monsoon,2024-05-07,Moderate potential
Dhaka,Sandy,83,Unused,329,21.4,Rice,Autumn,2024-01-07,High potential
Khulna,Peaty,76,Barren,354,34.1,Jute,Winter,2024-10-16,Low potential
Rangpur,Loamy,49,Unused,237,29.3,Maize,Winter,2024-12-13,Moderate potential
Dhaka,Clay,85,Unused,212,31.1,Maize,Monsoon,2024-12-06,Low potential
Dhaka,Clay,83,Residential,79,20.3,Rice,Winter,2024-03-30,Moderate potential
Rajshahi,Sandy,82,Residential,236,21.0,Tea,Autumn,2024-09-16,Moderate potential
Barishal,Peaty,67,Residential,231,26.7,Maize,Winter,2024-01-01,Requires attention
Rangpur,Clay,52,Agricultural,127,31.1,Tea,Winter,2024-08-15,Requires attention
Rajshahi,Sandy,68,Residential,258,24.3,Jute,Summer,2024-04-28,High potential
Chattogram,Clay,68,Residential,85,32.5,Spices,Monsoon,2024-11-11,Low potential
Rangpur,Loamy,40,Unused,55,25.9,Rice,Monsoon,2024-06-02,Low potential
Barishal,Peaty,86,Residential,100,32.4,Tea,Autumn,2024-01-28,High potential
Khulna,Clay,94,Barren,120,34.0,Jute,Autumn,2024-04-27,High potential
Mymensingh,Sandy,71,Residential,364,21.5,Tea,Autumn,2024-06-09,High potential
Khulna,Sandy,96,Barren,385,32.5,Tea,Summer,2024-01-03,High potential
Mymensingh,Loamy,69,Unused,110,25.8,Tea,Winter,2024-10-01,Moderate potential
Rangpur,Clay,55,Residential,263,30.7,Maize,Autumn,2024-02-13,Requires attention
Khulna,Silt,62,Barren,350,21.7,Rice,Summer,2024-12-31,Requires attention
Rangpur,Silt,83,Unused,189,22.1,Tea,Monsoon,2024-06-14,Moderate potential
Sylhet,Silt,46,Unused,339,24.7,Wheat,Autumn,2024-08-09,Low potential
Dhaka,Silt,49,Agricultural,152,22.5,Rice,Autumn,2024-12-25,Low potential
Sylhet,Loamy,96,Residential,360,22.4,Wheat,Winter,2024-06-18,High potential
Mymensingh,Sandy,73,Barren,71,27.5,Wheat,Summer,2024-12-21,Moderate potential
Rajshahi,Loamy,96,Unused,228,35.0,Spices,Monsoon,2024-01-04,Requires attention
Barishal,Loamy,65,Residential,262,27.5,Tea,Winter,2024-01-05,High potential
Mymensingh,Loamy,73,Unused,215,26.5,Wheat,Monsoon,2024-10-05,High potential
Dhaka,Loamy,44,Agricultural,346,24.8,Jute,Autumn,2024-11-11,High potential
Dhaka,Peaty,64,Agricultural,388,25.6,Rice,Autumn,2024-12-02,Requires attention
Khulna,Silt,94,Unused,227,28.2,Maize,Summer,2024-07-04,Moderate potential
Rajshahi,Sandy,69,Residential,237,28.0,Rice,Winter,2024-11-24,Requires attention
Dhaka,Sandy,59,Agricultural,349,32.6,Vegetables,Winter,2024-08-05,Moderate potential
Dhaka,Silt,79,Agricultural,164,30.9,Wheat,Autumn,2024-09-10,Low potential
Dhaka,Peaty,59,Residential,395,32.0,Vegetables,Summer,2024-01-13,Low potential
Rajshahi,Peaty,55,Barren,136,24.4,Vegetables,Summer,2024-10-25,Low potential
Barishal,Sandy,97,Residential,206,31.8,Rice,Monsoon,2024-04-08,High potential
Sylhet,Loamy,60,Barren,360,29.8,Maize,Monsoon,2024-11-25,Low potential
Rangpur,Peaty,90,Agricultural,86,22.0,Jute,Monsoon,2024-08-18,Requires attention
Dhaka,Peaty,79,Unused,72,28.6,Wheat,Monsoon,2024-09-21,Moderate potential
Rangpur,Clay,48,Unused,102,26.7,Jute,Monsoon,2024-02-15,Low potential
Sylhet,Sandy,77,Agricultural,323,32.9,Rice,Summer,2024-11-04,High potential
Rangpur,Clay,53,Barren,236,30.7,Spices,Summer,2024-01-05,Requires attention
Sylhet,Loamy,51,Barren,189,33.7,Rice,Monsoon,2024-05-24,Low potential
Mymensingh,Sandy,79,Barren,184,27.0,Maize,Summer,2024-07-15,Requires attention
Sylhet,Silt,68,Unused,248,27.5,Spices,Summer,2024-09-05,Moderate potential
Mymensingh,Sandy,66,Agricultural,322,23.1,Maize,Winter,2024-01-07,Requires attention
Chattogram,Sandy,80,Barren,346,30.9,Vegetables,Summer,2024-11-19,Moderate potential
Chattogram,Clay,57,Agricultural,253,32.3,Spices,Autumn,2024-07-29,Requires attention
Rajshahi,Sandy,82,Residential,93,25.0,Tea,Winter,2024-03-21,High potential
Barishal,Loamy,87,Agricultural,245,28.6,Jute,Monsoon,2024-03-28,Requires attention
Mymensingh,Clay,57,Barren,98,23.0,Maize,Monsoon,2024-04-26,Moderate potential
Rajshahi,Loamy,72,Agricultural,350,26.5,Jute,Summer,2024-02-04,Low potential
Barishal,Peaty,53,Agricultural,307,21.9,Wheat,Winter,2024-03-28,Requires attention
Sylhet,Loamy,100,Agricultural,210,23.4,Jute,Monsoon,2024-11-17,Moderate potential
Mymensingh,Loamy,64,Barren,58,31.0,Maize,Autumn,2024-04-07,High potential
Rangpur,Loamy,41,Agricultural,120,20.9,Vegetables,Monsoon,2024-05-11,High potential
Khulna,Clay,64,Residential,111,21.6,Spices,Summer,2024-08-19,High potential
Dhaka,Loamy,58,Residential,175,27.3,Tea,Winter,2024-10-18,High potential
Rajshahi,Silt,47,Agricultural,60,23.5,Vegetables,Winter,2024-05-18,High potential
Barishal,Clay,78,Agricultural,174,31.0,Tea,Monsoon,2024-02-07,Requires attention
Rangpur,Sandy,86,Barren,349,24.8,Tea,Summer,2024-08-16,Requires attention
Rajshahi,Sandy,79,Residential,325,22.9,Vegetables,Winter,2024-08-07,Requires attention
Chattogram,Peaty,98,Agricultural,116,25.9,Spices,Winter,2024-02-23,High potential
Sylhet,Silt,86,Agricultural,117,24.6,Spices,Autumn,2024-06-07,Low potential
Sylhet,Sandy,88,Unused,61,27.3,Wheat,Autumn,2024-08-04,High potential
Rajshahi,Sandy,40,Residential,204,25.0,Wheat,Summer,2024-01-29,Low potential
Sylhet,Peaty,40,Agricultural,281,34.5,Jute,Autumn,2024-09-30,Requires attention
